filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,ValueExtraversion,ValueAgreeableness,ValueConscientiousness,ValueNeurotisicm,ValueOpenness
OmXuhT4yJpo.005,0.3096546076994393,0.023397626355290413,3217.457835323637,2485.341182093068,5714.355953797599,0.1818411113410596,-305.42633873250344,59.28572708141037,-7.922375482432455,17.339904856346266,-8.150617237895776,-16.834350760814388,-8.094659618839742,-3.7007094550826682,1.9242900294035288,-5.373591983146701,-12.265719055141854,-0.37072786858085627,-7.01420740497648,1.2049618610240092,-11.0793426649305,4.152015754751898,-9.682786273028775,5.948572512672969,-10.049566877042732,1.7875019430656385,0.8130841121495328,0.6153846153846153,0.7961165048543688,0.7395833333333331,0.7
gFEntQ_UKvk.003,0.3289383619679127,0.09573668986558914,1715.7171164399833,1724.3762138514353,3330.2310766763244,0.08897874844784769,-247.0669378819325,123.64500228987407,-28.44416514156369,29.70593212541147,2.8113371633368285,-16.522112093460375,-0.27002223617970145,-9.688184498308805,-8.363262477070997,-1.7516574423886069,-10.186049120823238,0.02173072102242898,-2.432018097236476,-3.4603910722226687,0.5381424035914333,-5.7642855259204415,0.7393167713587623,-1.8586019124859208,-6.633788585851416,-2.3583249014630128,0.4953271028037384,0.6813186813186812,0.7184466019417477,0.5625,0.6555555555555556
NBacfF-K2eQ.000,0.3379728826873886,0.08487924188375473,843.0194328978666,1085.995953597377,1436.8778456125824,0.04280221699089404,-270.63978043175564,194.49117649594814,3.098507081721752,13.942119913847954,-0.7758856107602965,-4.092808619756282,3.7431981476623313,-14.179955018008403,-9.988374039804944,-1.8491017878118543,-5.7702092380062195,1.9507415783824216,-3.229071608780015,-2.3935358574131023,1.946655296176744,-4.348352933930047,-1.929787080673616,-1.0045410835674466,-2.082415372374581,-2.060403049750032,0.2429906542056075,0.25274725274725274,0.3203883495145631,0.28125,0.2
CuGuiOZ48Ig.001,0.33176869610527143,0.0512709878385067,1444.798960337925,1599.5178283123273,2787.052462748344,0.059722294081125823,-280.2269940701413,146.20224271844663,-22.348981951644863,37.67158313229418,10.92737681633291,-10.765722478826973,-6.230805532203222,-7.758934337652263,-10.318462525705419,2.1775053212695603,-8.508760082290731,1.3546867528411748,-9.04704471264546,0.6025930379689106,-9.638070396469553,-4.495105119729211,-9.484705825335675,-6.016821781740745,-5.648018755991083,-8.809489246969294,0.5607476635514019,0.7362637362637363,0.6310679611650486,0.6666666666666667,0.7333333333333331
K3-YXXLR0Ho.000,0.35366291108745296,0.0629783496260643,2217.7785301955605,1803.3639921882489,3860.004915149007,0.14166138503725165,-309.3506284794744,97.67371052264299,-6.8457952919382015,10.645607839480137,-7.526718033009112,4.4833224256552695,-4.575088330505826,-1.8097846501811192,-16.442162071772465,-11.783011361209455,1.6375753626524685,-2.2930627318696937,-3.1325559390548974,6.177791847488419,-4.88715455312891,-4.131531774335111,-4.7396340760512805,1.1470803343565574,-10.507281977333502,-4.4052070643620445,0.3364485981308412,0.5714285714285714,0.6407766990291262,0.3645833333333333,0.43333333333333335
UVvBaGOxwRI.000,0.4947563196029112,0.027307623997330662,3015.7634485414073,2824.458404035476,6276.2156909664745,0.17218866411423842,-258.1571507602441,68.37386066788973,11.807730110630665,20.635900969868565,4.043565271367871,-5.0727699562088775,-1.2781544646999887,0.691190890862707,0.5736726589364611,1.5705534790047884,-4.362277525127855,-1.0570686572862007,-6.164302517679412,2.726924893466081,-5.50312737703622,-0.5894636173448309,-5.825816766764977,1.3730945778406805,-7.801262590305628,-0.7169998578133933,0.588785046728972,0.6153846153846153,0.5048543689320388,0.4583333333333334,0.5777777777777777
jxt1W2WRNHQ.004,0.3637543015164376,0.008030992932617664,2612.504617001265,2372.867983523239,4695.343462205091,0.15433891245860928,-445.57623590630686,92.84349800421877,-9.888081648910726,23.62868302031157,16.580190055318155,-35.10972955102768,-4.288206780603549,-12.154306436604074,-16.9153098599319,-0.2537205062988013,-7.983060261927543,4.553072263235537,-3.0313360497936768,-11.372187685726034,-5.074827485078684,-6.8206761196648085,-7.6290021294258175,-2.133921927984592,-11.34154565830493,-1.879467984137272,0.35514018691588783,0.5054945054945055,0.7184466019417477,0.5625,0.5222222222222223
kp3c66Igyr8.004,0.5379166263192812,0.2412971556186676,880.1909630623499,1418.1274328107015,1915.9559641452813,0.0264237763865894,-170.0615627238648,165.96768957710248,11.55548649968734,45.68575208555785,7.038289347658597,10.056468980227542,17.272189271801242,16.35528441860087,2.0835327496733727,8.748430809572259,4.471765760331589,1.3280601223984871,-1.1956638698005733,9.409342218152801,7.543537839208312,4.1128143030198,1.5849535946421924,2.894482017824879,1.4986046317872286,-5.020326616276827,0.5420560747663552,0.6373626373626373,0.6019417475728154,0.5833333333333333,0.6444444444444444
YNlhBpVk1tw.002,0.3109718800889056,0.03316621482372284,2084.031694380319,1883.2484019349358,3721.7503427669694,0.11861192311672185,-303.65163900543166,105.8235744112106,-14.32657979991266,27.700060491174717,-4.081852193740116,3.028923372305277,-16.68544969784135,-10.110054049261903,-9.970104949739653,-0.2797984816443972,-11.1095239874342,0.6140460187425071,-1.0926855735657788,-11.57818470089382,-6.205116615000074,3.797453399650977,-12.307992858712685,0.1941272513302061,-0.6934683571756363,-11.558439251728268,0.18691588785046728,0.4175824175824176,0.4466019417475728,0.17708333333333331,0.26666666666666666
SOxdUtjGmAo.002,0.3297714194034893,0.04929468035697937,1882.8126199933213,2071.0504075675285,3652.623056575952,0.09305153145695363,-275.5303671205261,116.2559710626804,-8.506710339519234,17.277129973210368,2.5817762107579694,-12.38125936633163,-9.636708512042034,-8.499251774642442,-10.423327702848884,-13.040625372460056,-14.188485012002435,-5.0260835641264014,-13.344759068003206,-5.207891460101332,-5.3740351706608465,0.8789968179074681,-9.250907793472292,-3.440446579038787,-2.7440514995333922,-1.834526294351708,0.4766355140186917,0.4285714285714285,0.6601941747572816,0.6145833333333333,0.4777777777777778
rJgbslC72gw.001,0.28393679127439764,0.034455109387636185,1936.134759422432,1920.900287709996,3364.349082289942,0.1111082367549669,-335.4585333417349,115.40022873355385,-20.0444435811798,-9.5098071064781,2.8757626307984037,-0.01205171909337294,-6.680086322001039,-11.142021884216714,-14.4549146461976,-3.9109704125341676,-13.92899712324006,-4.311563955059812,-11.70470724279784,-11.669236686762536,3.1986828955010016,-12.099282027429151,-4.204577688871447,2.494401083551231,-10.562013046021873,-1.8712345496026468,0.3271028037383177,0.3516483516483516,0.4466019417475728,0.4479166666666666,0.37777777777777777
merppcmY6y0.004,0.4456660962741432,0.01835573837161064,2069.8152345156727,2170.0585129427755,4049.169113462335,0.1116854433981788,-332.95501512932987,110.06173823321932,-8.410667041218309,11.438344410946975,-0.8391793517915842,0.015878095843209768,-13.557134527587626,-2.9905522741724546,-27.8481711778124,-2.9332597985885656,-12.651938772915615,-2.8568210885993617,-16.444956294229723,-4.607161354364915,-8.227945410411058,-7.227212579617115,-9.690018334520207,-5.4139223910162375,-9.383341291896905,-1.3340383404449452,0.485981308411215,0.4175824175824176,0.35922330097087385,0.3645833333333333,0.43333333333333335
Y6iogSmj6FQ.003,0.4368371905154931,0.014706132002174853,1667.1301156766242,1768.6163955778284,3242.9574322226813,0.08112421098923843,-361.0582744990931,138.45979259291008,-12.76157433996024,48.45724062876311,14.898600962077513,-1.2341445063215382,3.279077975464705,-7.0801783285782465,-8.469841618265134,7.305899246276352,-5.336675802995508,4.171581924220786,0.14964632292891694,0.8289522819459196,0.19722244669856606,5.737683362591017,-9.000886076917432,-0.6550771546229438,-3.9587982098838217,0.36676836473078267,0.5046728971962618,0.6373626373626373,0.4563106796116505,0.4583333333333334,0.4555555555555556
GCkOL2jLSQA.002,0.3867710570889225,0.004374018404632807,1858.0235081553974,1902.854225653028,3352.691205763659,0.11277356684602648,-535.8543707615544,122.31445934432949,2.083022855707738,5.24963090605855,-21.90575644961075,-5.1294485720208725,-21.830153141407973,-17.907591153951852,-15.702101935354564,-12.661316912977085,-14.071839888868869,-3.880106229971744,-10.237562996861762,-4.28621812129528,-7.5837031328701245,-3.2528521433667263,-9.331787677969725,-6.023258386461311,-7.54624314764288,-7.24130756283382,0.37383177570093457,0.5934065934065933,0.5436893203883495,0.5729166666666666,0.4555555555555556
QXFRE_pjrAE.000,0.34877726681750504,0.026289580389857292,2183.7896917455187,2015.5663690562315,4194.9460465387,0.12131687189569534,-329.2462963961788,104.32429342134157,-23.810981078254837,24.92959230224793,5.907574420710168,-1.5456476876612102,-2.15935158720552,1.3097647588963868,-21.994548726544426,-0.9412640549887824,-7.489979632990316,-7.913841144162927,-8.03690227000205,-4.981578841820156,-8.386825978597852,3.9960807384038564,-7.0514301944648805,-6.018269935455409,-3.2079105551735365,-3.7224211595404135,0.6728971962616823,0.7032967032967032,0.5339805825242718,0.6145833333333333,0.7777777777777776
NXG4n1pr4Ok.002,0.3863261666019908,0.13075360655784607,1796.096286078252,1867.400595386496,3206.5577627017797,0.10408636434188742,-191.25262445269192,126.30039825688608,0.6505535118035075,16.222369886505582,-17.009330463173367,8.564015023949487,-20.53877271489404,-3.8637888436854815,-11.982475219441856,3.7857661352535374,-1.4014776333896741,1.6046586751968366,-2.148548393453221,1.1312133532665345,-1.8361746329050324,-0.03878279860899735,-6.597414119857151,4.294787447807393,-7.683163484879452,-3.4757010483584936,0.6355140186915887,0.7362637362637363,0.5825242718446602,0.5833333333333333,0.6777777777777777
_IS6GFmQYj4.004,0.34103460701806376,0.04808812588453293,2133.3281602379525,2012.810944003053,3973.161184550912,0.12359821243791393,-287.3213176050207,99.62289867668993,-13.409513911713429,29.006377269465155,10.185066543938794,-6.886594462973468,-1.075313152409355,-12.752970469064962,-16.714662197594627,4.064972974977427,-4.7296590338667786,-4.893857926131326,0.7356434121424736,-2.6614268983414844,-3.014879905848844,-0.8256697768560034,-6.901654722228682,10.145392140925656,-6.7857331407734645,-11.427834215096444,0.4672897196261682,0.5604395604395604,0.4077669902912622,0.5208333333333334,0.6111111111111109
MvWDky9ZaWU.003,0.3283431129699065,0.06568799912929535,1453.5921297899015,1650.1947586863116,2603.0220082264073,0.07263911165149006,-285.11392663626407,139.42554342264526,-4.533483721169405,16.432708477283715,9.748650235446608,-7.9038446800027025,-22.466871380365358,-3.8322116283071375,-11.372805551945126,-3.5187839595726205,-12.00559854219349,-1.5313014768127058,-6.557638001245322,-7.856374557022263,-4.262633355525428,-0.05360154351965519,-7.828340907675186,1.286756249845882,-3.223591832849248,-5.596034775061294,0.4766355140186917,0.7582417582417582,0.7572815533980582,0.6354166666666666,0.6
h7qbP1GS50U.003,0.34070112683422754,0.08206445723772049,1791.8978140906884,1733.3455106138433,2921.1002173013244,0.106175302669702,-233.97831658252903,124.38961240068592,-43.297930443458995,-22.193286130576958,-12.226364780369511,-13.07991002050287,-14.715779026754193,-9.613392128406288,-27.743452676635588,0.059411090755892265,-5.408400182521106,-7.1552744631368626,-11.124437129618228,0.6925562904660812,-7.430015293129388,-5.0652972710110085,-12.292247130010214,0.9637068537990608,-5.889680148296899,-1.1915545996085342,0.5981308411214954,0.5494505494505494,0.5728155339805825,0.6458333333333333,0.6444444444444444
S0QIXcQGG-g.002,0.3110653547670696,0.08313369005918503,2391.1836821042066,2090.859772377397,4218.939168563742,0.1495902964610927,-212.83827901089984,81.58062844484789,-30.578839229629693,6.0327887198258585,-22.740459356632872,-9.915388274298163,-9.141150882472866,-15.6197774025236,-10.743431388153512,-9.248440350817287,-9.465608246906292,-12.328250610485686,-8.50053447409271,1.5248815761655496,-4.6903544185650485,-3.5524867928812127,-0.2958838962171094,0.5738371183757777,-5.405419941528439,2.4511659613246324,0.7476635514018694,0.7692307692307689,0.6699029126213591,0.7916666666666667,0.7888888888888886
gSCurvS_vWU.004,0.36499106862032027,0.12542873620986938,2070.05256148066,2294.793439050549,4254.946677100579,0.08938295478062915,-133.7298170408085,104.5321921347097,-0.6600321728874914,33.07878660412799,5.532046992150277,-4.6656311309174825,5.13127347233864,0.15303286416745998,-3.7901915276084064,2.9693142717129626,-7.483547951589202,7.933538463971202,0.10780571837331723,-0.7972259115887813,0.1275819248386762,-0.5284790526278433,-5.247329037554248,6.312840584519107,-6.190172840685136,0.1848867836441696,0.4579439252336449,0.5494505494505494,0.4563106796116505,0.5520833333333334,0.6222222222222222
s0pgZM5G6ds.004,0.30102522437115675,0.03853971883654594,2001.9191803602039,2334.133898120177,4022.216958557533,0.08481542322019868,-274.77052011947706,106.7199340649716,15.711691949379404,16.98965463620069,-4.570462754430117,1.5160532881424091,-4.731926762059718,-2.125604965723197,-15.500863149325573,-7.192551358838763,-14.485425122899294,-5.136468055334749,-12.807747147180786,1.0792795671293298,-3.829974392254237,-6.228638922609617,-8.752992900099782,0.5735023143765379,-5.107108175061177,-3.5109850606426467,0.14018691588785046,0.2747252747252747,0.4563106796116505,0.21875,0.18888888888888888
xmaC2XOhPaE.003,0.4807023639492662,0.043314237147569656,1211.8880903381362,1522.2219222873462,2245.7633517435847,0.055762688845198666,-335.4396041051685,148.82189327980174,11.694980378277824,36.453119546833356,13.701348832321374,11.760912084782404,13.578009919907947,4.617736586733928,-2.4904581105923533,8.801336862384911,2.13917786182113,7.376909903802869,0.3071117420056046,3.8661701693642434,6.039250896103376,3.9125613817966713,-5.011196033586628,-0.5295752103035725,-3.621134799571676,-0.21335527028417767,0.28037383177570097,0.5274725274725274,0.3203883495145631,0.34374999999999994,0.4
YNlhBpVk1tw.004,0.2974622257114495,0.030279668048024174,1955.7196561612438,1891.7981352724405,3522.4612608650664,0.11354155887831124,-294.61640350396505,116.15032675554892,-11.571134933209095,23.751478157102245,-12.272220998612509,0.20948751427914905,-13.694835775141197,-8.188111552138054,-9.306253372024976,7.5407615766597225,-8.275844429378433,0.2068109799267887,-6.768991032198175,-11.289679356574302,-4.218473149993663,3.7798031995604937,-10.017253412046463,1.5422234708885971,1.2815119732459082,1.7440020045996318,0.26168224299065423,0.3736263736263736,0.4660194174757281,0.35416666666666663,0.5111111111111111
zH9pTx5_ZwY.004,0.29818542888792937,0.03199441358447075,2002.2374688498721,1799.8284382716504,3445.84726497827,0.1128107538286424,-338.701382405912,109.91159585911652,-42.56078507387507,5.498689635296207,-0.7373364845703263,-1.5305953439992446,-5.647655614910933,2.7944340062910724,-32.635260231405894,4.695069050941763,-5.489026238369775,-7.434278565529077,-4.24777604090958,-2.4357712438223,-3.522967299183832,-13.033860619089179,-3.1033046474374886,-6.6043432537161255,-11.34312891789068,0.27966140390354666,0.4485981308411215,0.5384615384615384,0.4660194174757281,0.4166666666666666,0.4888888888888889
Shf0JB_MutI.001,0.3506345289781929,0.058760300278663635,1937.7355992239786,1961.494646028872,3578.255073597889,0.1006425263865894,-224.64761734935746,117.9041324042972,-25.578777051236955,17.66563870357781,6.1554983779440136,4.036503878172657,-3.5284806417679357,1.3749782224314762,-4.206655620841166,-1.7399000501377653,-11.892856864936824,9.951422906764297,-2.002520792695761,6.430065873394744,-2.2967212073957417,-4.6428204182492285,-3.361475437348364,2.5682291255815555,-10.806855074094779,1.1658331778923459,0.5607476635514019,0.6593406593406592,0.6019417475728154,0.4895833333333333,0.5222222222222223
oVSMxtPpQ0M.005,0.3556366052902796,0.16934256255626678,2353.513135258739,2255.290153307149,4235.6951378828635,0.1406929066639073,-135.30085406276476,94.34778397836456,-1.914955883583965,7.874437227334872,-2.659150167193026,-10.361645239249775,-18.41234148604564,-7.931481433115902,-13.56449310678028,-8.152795632211923,-14.414345938252756,-0.4803979909884579,-16.07636174387767,-0.5478794492432051,-7.880697131181787,-4.736056971454957,-6.459821462024008,0.5775418376368137,-7.599300265156826,-3.8422293363066315,0.5607476635514019,0.7362637362637363,0.4563106796116505,0.6145833333333333,0.8111111111111109
WZnLayQeIZ0.005,0.2718415064412361,0.030919574201107025,1672.8591074553797,1280.915312886982,2731.187348018419,0.1248124482615894,-437.7357125752597,86.85446851450723,-39.98560849188584,19.25876083071132,12.567394314485144,-12.574259283038854,-20.816271317473163,-23.28662970542437,7.490427838871622,-4.1206283691740015,-15.181718366109214,3.600407281685363,-7.132226666821513,-3.3015682202535017,3.858053746725024,-10.708252838531873,-1.5151992304228996,-3.2801285936193727,-15.950783364189107,-2.839584123795821,0.8037383177570094,0.7252747252747253,0.6213592233009709,0.5833333333333333,0.6777777777777777
4KD3XCMsIBs.004,0.3145651774162504,0.1683087944984436,2002.9074555786126,2010.7276219300327,3894.764638736548,0.09480902059188742,-107.05632380656292,111.86337997577766,-18.544265223917773,27.684901169732466,-7.410787798308998,9.08887898110878,3.5986944127960085,4.977550781858909,-5.474343183210992,-3.5204442459521497,-0.7671402358748438,-0.6815101232208131,-3.908610532854121,3.6438634318425103,-8.425008790185995,5.287409034891099,-7.866900970677231,4.571581394019828,-2.349654078681675,3.830916410099392,0.5981308411214954,0.3516483516483516,0.4466019417475728,0.5833333333333333,0.7222222222222221
cpzY1b6wJqs.002,0.332142824788203,0.04575980827212334,1799.1693874425705,1878.5175099370047,3471.4446819381205,0.09102241566639073,-242.7078412921845,124.93167039757135,-39.22641112250935,5.441854523593444,-16.257727989820584,-14.082787028954272,-5.487241218942176,-17.059296911049152,-2.4264424031763965,-1.9291169931105991,-12.168714553651144,0.9150484775403092,-9.072685528154617,-4.667089460725153,-0.5029925921525786,-4.296609362970401,-5.662714496366197,2.067945804459532,-4.005596830542244,-4.3521572033331815,0.5700934579439253,0.5934065934065933,0.6213592233009709,0.53125,0.6888888888888889
dQOeQYWIgm8.000,0.3394447987521852,0.04141901805996895,2000.712140775053,1847.682133086196,3451.800981736341,0.12029827193708607,-283.2993655023385,105.04055704300896,-41.6508228088753,15.312594192023944,-2.055028995273009,-6.578127914555588,-6.92780855724402,-3.4477370660247986,-6.331602359630026,-5.416983694830227,-8.171849657523493,2.279063923032421,-5.904451225729552,-3.567386627908028,1.0239515946770077,-4.288556836776485,-6.742799091368878,0.2949771876939443,-2.9026692445923703,5.946682370201162,0.6074766355140188,0.40659340659340654,0.6213592233009709,0.4895833333333333,0.6222222222222222
pHCPbKprJGY.003,0.3449882592143009,0.03456304222345352,1639.7112647350725,2103.766540332464,3510.5538273489237,0.06443857357201986,-290.6167185149244,128.50322450479996,8.94672978441757,16.56468083083055,3.561882822910772,2.690420751187133,-3.365769975340461,1.0621524703976628,-8.734439133577535,-0.7592384453156895,-5.488256449698204,-0.1079737748223062,-5.89913198143863,-0.9790701417910612,-5.358159984508765,1.8272562509000567,-2.6322611323274128,-1.3242079870127348,-1.7091454615019492,0.5000037930950354,0.4018691588785047,0.6813186813186812,0.6893203883495147,0.3645833333333333,0.5333333333333333
h_GDQ9_H1es.002,0.29845836094817063,0.04465274140238762,2178.8481105886635,1923.762864365105,3725.315442622103,0.12908571761175494,-263.9998151645434,99.7930598196302,-44.102320953583536,-1.648458167980386,-10.141183000908553,-14.967212626848893,-15.739493656770122,-12.405324470089667,-10.359005518198568,-5.167939366155429,-14.11877752808742,-0.4553097705615906,-13.931992312590404,2.9914793037155403,-12.359258178892295,-8.504887142813038,-7.303301937478846,-6.600271428098012,-5.027376451248593,-2.1620118609190246,0.691588785046729,0.5164835164835165,0.6019417475728154,0.6770833333333334,0.7111111111111109
N7oR6_oMBFk.004,0.4233503611255754,0.04632636159658432,3462.5612621452165,2796.37204989706,6647.164330893005,0.1986948985927152,-195.95889281852226,52.97251498120564,11.444127425769118,30.056757776517234,12.720904089949686,1.082802649609796,-0.17677173910615995,-6.647517905137187,-12.339700622556038,-2.9312749824496067,-11.477206182205533,7.793055866865648,-9.669462098363796,-5.634482608162777,-0.6683871234872875,-1.0389034198600038,-9.262280516468527,6.453895599397737,-4.883886138810873,1.7265075126026632,0.5981308411214954,0.6703296703296703,0.5339805825242718,0.6666666666666667,0.6333333333333333
JBiq9X_-r84.000,0.4187196608539809,0.02642932720482349,2283.535180713402,2142.960906458848,4278.119826158941,0.13064110358029798,-304.47022570764227,100.63784217085735,-19.262869750848363,18.183008529937048,4.674517418229558,-1.3450768581143062,-13.554544084935332,-9.660783652569274,-12.343698945767214,-2.462410268583884,-4.329330384218085,-1.6292912184703716,-10.724840421688812,-3.553280538817051,-7.769140818143478,-2.3973584933740697,-9.565691726619637,7.632006817157143,-6.767340981401192,-2.2074974830985283,0.4579439252336449,0.6373626373626373,0.5339805825242718,0.5,0.6222222222222222
VhHnmeRABJw.005,0.35723389399181904,0.014541798271238804,2069.4864276248545,1878.1739492553606,3631.945477416184,0.1164114238410596,-469.3983503017869,102.6345189739296,3.4089352838633733,10.188366705003144,-4.747536651903545,-5.7715827158857005,-4.4489696214981125,-12.696847304978485,-3.43969769166882,-4.374062265287774,-8.36564193870192,-6.1248389731426816,-12.478154338127926,-0.6681586179208113,-4.774176884470903,-5.582093145994529,-5.208781789761988,-2.2084394078475333,-7.120723106301348,-3.3856883651378435,0.5981308411214954,0.6373626373626373,0.9223300970873791,0.7604166666666666,0.7555555555555554
